name,version,name.1,wmc,dit,noc,cbo,rfc,lcom,ca,ce,npm,lcom3,loc,dam,moa,mfa,cam,ic,cbm,amc,max_cc,avg_cc,bug
jEdit,3.2.1,bsh.ASCII_UCodeESC_CharStream,27,1,0,3,40,25,3,0,21,0.529411765,1277,0.705882353,0,0.0,0.296296296,0,0,45.66666667,7,1.5926,0
jEdit,3.2.1,bsh.BlockNameSpace,3,2,0,4,10,3,2,2,2,2.0,40,0.0,0,0.96,0.583333333,0,0,12.33333333,2,1.0,0
jEdit,3.2.1,bsh.BSHAllocationExpression,8,2,0,18,37,28,1,17,1,2.0,271,0.0,0,0.72,0.363636364,1,1,32.875,1,0.875,0
jEdit,3.2.1,bsh.BSHAmbiguousName,7,2,0,16,17,19,8,8,6,0.333333333,53,0.0,0,0.75,0.457142857,1,1,6.428571429,1,0.8571,0
jEdit,3.2.1,bsh.BSHArguments,2,2,0,10,6,1,5,5,1,2.0,30,0.0,0,0.947368421,0.625,0,0,14.0,1,0.5,0
jEdit,3.2.1,bsh.BSHArrayDimensions,4,2,0,10,21,2,2,8,3,0.5555555560000001,174,0.333333333,0,0.857142857,0.5,1,1,41.75,1,0.75,0
jEdit,3.2.1,bsh.BSHArrayInitializer,4,2,0,10,23,6,3,7,2,2.0,175,0.0,0,0.857142857,0.583333333,1,1,42.75,1,0.75,0
jEdit,3.2.1,bsh.BSHAssignment,3,2,0,11,18,3,1,10,1,1.0,273,0.0,0,0.9,0.533333333,1,1,89.66666667,1,0.6667,0
jEdit,3.2.1,bsh.BSHBinaryExpression,4,2,0,12,21,6,1,11,1,1.0,279,0.0,0,0.857142857,0.45,1,1,68.5,4,2.25,0
jEdit,3.2.1,bsh.BSHBlock,3,2,0,14,10,3,5,9,2,2.0,63,0.0,0,0.9,0.6,1,1,20.0,1,0.6667,0
jEdit,3.2.1,bsh.BSHCastExpression,6,2,0,16,45,15,3,13,6,2.0,280,0.0,0,0.7826086959999999,0.229166667,1,1,45.66666667,1,0.8333,0
jEdit,3.2.1,bsh.BshClassManager,25,1,0,10,37,290,7,3,22,0.8888888890000001,161,1.0,1,0.0,0.157407407,0,0,5.2,3,1.16,0
jEdit,3.2.1,bsh.BSHFormalParameter,3,2,0,9,7,1,3,6,1,1.0,30,0.0,0,0.947368421,0.666666667,1,2,8.0,1,0.3333,0
jEdit,3.2.1,bsh.BSHFormalParameters,2,2,0,9,6,1,3,6,1,1.0,54,0.0,0,0.947368421,0.666666667,1,2,24.5,1,0.5,0
jEdit,3.2.1,bsh.BSHForStatement,2,2,0,12,10,1,1,11,1,1.125,137,0.625,4,0.947368421,0.625,1,1,63.5,1,0.5,0
jEdit,3.2.1,bsh.BSHIfStatement,3,2,0,11,10,3,4,7,2,2.0,79,0.0,0,0.9,0.533333333,1,1,25.33333333,1,0.6667,0
jEdit,3.2.1,bsh.BSHImportDeclaration,2,2,0,10,9,1,1,9,1,1.0,36,0.0,0,0.947368421,0.625,1,1,16.0,1,0.5,0
jEdit,3.2.1,bsh.BSHLHSPrimaryExpression,2,2,0,11,9,1,3,8,1,2.0,65,0.0,0,0.947368421,0.625,0,0,31.5,1,0.5,0
jEdit,3.2.1,bsh.BSHLHSPrimarySuffix,5,2,0,14,27,10,2,12,1,1.071428571,182,0.0,0,0.818181818,0.72,0,0,34.0,1,0.8,0
jEdit,3.2.1,bsh.BSHLiteral,5,2,0,7,20,4,1,6,2,0.5,153,0.0,0,0.818181818,0.36666666700000006,0,0,29.4,10,4.0,0
jEdit,3.2.1,bsh.BshMethod,4,1,0,13,20,0,5,10,4,0.5555555560000001,301,0.333333333,2,0.0,0.35714285700000004,0,0,73.5,2,1.0,0
jEdit,3.2.1,bsh.BSHMethodDeclaration,3,2,0,11,14,1,2,10,2,0.875,134,0.0,2,0.9,0.5555555560000001,1,3,42.33333333,1,0.6667,0
jEdit,3.2.1,bsh.BSHMethodInvocation,2,2,0,12,17,1,1,11,1,2.0,63,0.0,0,0.947368421,0.625,1,1,30.5,1,0.5,0
jEdit,3.2.1,bsh.BSHPrimaryExpression,2,2,0,8,8,1,1,7,1,2.0,50,0.0,0,0.947368421,0.625,1,1,24.0,1,0.5,0
jEdit,3.2.1,bsh.BSHPrimarySuffix,5,2,0,16,35,10,2,14,1,1.142857143,256,0.0,0,0.818181818,0.72,0,0,48.8,1,0.8,0
jEdit,3.2.1,bsh.BSHPrimitiveType,2,2,0,4,3,1,3,1,1,1.0,10,0.0,0,0.947368421,0.75,0,0,3.5,1,0.5,0
jEdit,3.2.1,bsh.BSHReturnStatement,2,2,0,9,7,1,1,8,1,1.0,28,0.0,0,0.947368421,0.625,1,1,12.5,1,0.5,0
jEdit,3.2.1,bsh.BSHReturnType,2,2,0,8,5,1,2,6,1,1.0,19,0.0,0,0.947368421,0.666666667,0,0,8.0,1,0.5,0
jEdit,3.2.1,bsh.BSHStatementExpressionList,2,2,0,7,6,1,1,6,1,2.0,28,0.0,0,0.947368421,0.625,1,1,13.0,1,0.5,0
jEdit,3.2.1,bsh.BSHSwitchLabel,2,2,0,7,5,1,2,5,2,1.0,22,0.0,0,0.947368421,0.625,1,1,9.5,1,0.5,0
jEdit,3.2.1,bsh.BSHSwitchStatement,2,2,0,10,9,1,1,9,2,2.0,106,0.0,0,0.947368421,0.625,2,2,52.0,1,0.5,0
jEdit,3.2.1,bsh.BSHTernaryExpression,2,2,0,7,6,1,1,6,1,2.0,36,0.0,0,0.947368421,0.625,1,1,17.0,1,0.5,0
jEdit,3.2.1,bsh.BSHThrowStatement,2,2,0,7,7,1,1,6,1,2.0,30,0.0,0,0.947368421,0.625,1,1,14.0,1,0.5,0
jEdit,3.2.1,bsh.BSHTryStatement,2,2,0,12,22,1,1,11,1,2.0,185,0.0,0,0.947368421,0.625,1,2,91.5,1,0.5,0
jEdit,3.2.1,bsh.BSHType,6,2,0,16,14,3,8,8,5,0.666666667,92,1.0,0,0.7826086959999999,0.444444444,0,0,13.83333333,1,0.8333,0
jEdit,3.2.1,bsh.BSHTypedVariableDeclaration,3,2,0,11,13,3,1,10,1,1.0,101,0.0,0,0.9,0.444444444,1,1,32.33333333,6,2.3333,0
jEdit,3.2.1,bsh.BSHUnaryExpression,5,2,0,11,33,6,1,10,1,0.625,204,0.0,0,0.818181818,0.433333333,1,1,39.4,1,0.8,0
jEdit,3.2.1,bsh.BSHVariableDeclarator,2,2,0,10,9,1,2,8,1,2.0,40,0.0,0,0.947368421,0.6,1,2,18.5,1,0.5,0
jEdit,3.2.1,bsh.BSHWhileStatement,2,2,0,10,7,1,1,9,1,1.0,79,0.0,0,0.947368421,0.625,1,1,38.0,1,0.5,0
jEdit,3.2.1,bsh.CallStack,11,1,0,39,25,0,38,2,11,0.0,135,1.0,0,0.0,0.484848485,0,0,11.18181818,2,1.1818,0
jEdit,3.2.1,bsh.Capabilities,7,1,0,5,12,13,5,0,6,0.5,64,1.0,0,0.0,0.166666667,0,0,7.857142857,4,1.5714,0
jEdit,3.2.1,bsh.ClassPathException,1,4,0,3,2,0,2,1,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
jEdit,3.2.1,bsh.CommandLineReader,4,3,0,1,8,4,1,0,4,1.0,82,0.0,0,0.857142857,0.35,2,2,18.5,1,0.75,0
jEdit,3.2.1,bsh.ConsoleInterface,6,1,0,1,6,15,1,0,6,2.0,6,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
jEdit,3.2.1,bsh.EvalError,11,3,2,51,20,0,51,1,9,0.1,137,0.0,1,0.653846154,0.575757576,1,1,11.36363636,2,1.1818,0
jEdit,3.2.1,bsh.Interpreter,51,1,0,58,132,925,44,21,42,0.776470588,1458,0.117647059,5,0.0,0.14400000000000002,0,0,27.25490196,33,1.6667,0
jEdit,3.2.1,bsh.InterpreterError,1,4,0,16,2,0,16,0,1,2.0,5,0.0,0,1.0,1.0,0,0,4.0,0,0.0,0
jEdit,3.2.1,bsh.JJTParserState,12,1,0,3,25,0,2,1,0,0.436363636,218,1.0,0,0.0,0.39583333299999995,0,0,16.75,3,1.3333,0
jEdit,3.2.1,bsh.JThis,87,2,0,8,100,3741,0,8,84,2.0,711,0.0,0,0.10416666699999999,0.054675365,1,2,7.172413793,3,1.023,0
jEdit,3.2.1,bsh.LHS,8,1,0,15,31,0,8,9,3,0.7662337659999999,356,0.0,1,0.0,0.375,0,0,42.125,1,0.375,0
jEdit,3.2.1,bsh.Name,19,1,0,19,71,91,6,15,9,0.708333333,1263,0.625,1,0.0,0.274853801,0,0,65.05263158,5,1.6316,0
jEdit,3.2.1,bsh.NameSource,2,1,0,2,2,1,2,1,2,2.0,2,0.0,0,0.0,0.75,0,0,0.0,1,1.0,0
jEdit,3.2.1,bsh.NameSpace,51,1,1,44,135,1139,34,18,35,0.949090909,1644,0.818181818,4,0.0,0.11176470599999999,0,0,30.80392157,6,1.5882,0
jEdit,3.2.1,bsh.Node,7,1,0,36,7,21,36,0,7,2.0,7,0.0,0,0.0,0.523809524,0,0,0.0,1,1.0,0
jEdit,3.2.1,bsh.ParseException,6,3,0,3,19,3,2,1,5,0.44,387,0.4,1,0.85,0.333333333,1,1,62.66666667,14,4.3333,0
jEdit,3.2.1,bsh.Parser,399,1,0,47,487,0,1,47,82,0.71839196,23350,0.8,8,0.0,0.18337510399999998,0,0,57.45864662,46,5.5439,0
jEdit,3.2.1,bsh.ParserConstants,1,1,0,12,1,0,12,0,0,2.0,617,0.0,0,0.0,0.0,0,0,496.0,0,0.0,0
jEdit,3.2.1,bsh.ParserTokenManager,50,1,0,5,66,3,1,4,6,0.75170068,6259,0.166666667,1,0.0,0.5,0,0,123.7,163,8.68,0
jEdit,3.2.1,bsh.ParserTreeConstants,1,1,0,2,1,0,2,0,0,2.0,186,0.0,0,0.0,0.0,0,0,148.0,0,0.0,0
jEdit,3.2.1,bsh.Primitive,45,1,0,41,77,898,36,5,28,0.795454545,1472,0.25,2,0.0,0.083333333,0,0,31.62222222,12,2.0222,0
jEdit,3.2.1,bsh.Reflect,36,1,0,23,109,630,12,14,14,2.0,1557,0.0,0,0.0,0.155982906,0,0,42.25,30,3.1111,0
jEdit,3.2.1,bsh.ReflectError,2,3,0,7,4,1,7,0,2,2.0,9,0.0,0,1.0,0.75,0,0,3.5,0,0.0,0
jEdit,3.2.1,bsh.ReflectManager,4,1,0,3,12,6,1,2,4,0.666666667,37,1.0,1,0.0,0.5,0,0,8.0,2,1.0,0
jEdit,3.2.1,bsh.ReturnControl,1,1,0,10,2,0,9,1,1,2.0,12,0.0,0,0.0,1.0,0,0,9.0,0,0.0,0
jEdit,3.2.1,bsh.SimpleNode,19,1,35,50,30,147,46,7,19,0.8888888890000001,240,0.5,4,0.0,0.233082707,0,0,11.31578947,6,1.6316,0
jEdit,3.2.1,bsh.StringUtil,5,1,0,1,24,10,1,0,5,2.0,206,0.0,0,0.0,0.3,0,0,40.2,6,3.0,0
jEdit,3.2.1,bsh.TargetError,11,4,0,18,26,13,14,5,11,0.1,171,0.0,0,0.764705882,0.545454545,2,2,14.45454545,2,0.9091,0
jEdit,3.2.1,bsh.This,11,1,2,14,30,15,9,8,7,0.566666667,182,0.0,3,0.0,0.23636363600000002,0,0,15.27272727,3,1.0909,0
jEdit,3.2.1,bsh.Token,3,1,0,5,4,3,5,0,2,1.4375,23,0.0,2,0.0,0.5,0,0,4.0,2,1.0,0
jEdit,3.2.1,bsh.TokenMgrError,6,3,0,2,19,15,2,0,4,1.12,184,0.0,0,0.85,0.5,1,1,28.83333333,14,2.8333,0
jEdit,3.2.1,bsh.XThis,5,2,0,4,18,8,1,4,2,0.75,106,0.0,0,0.7142857140000001,0.333333333,1,2,20.0,3,1.2,0
jEdit,3.2.1,bsh.commands.dir,6,1,0,2,40,13,0,2,5,0.6,374,0.0,0,0.0,0.28,0,0,61.16666667,11,3.0,0
jEdit,3.2.1,com.microstar.xml.HandlerBase,14,1,6,8,16,91,6,2,14,2.0,38,0.0,0,0.0,0.41428571399999997,0,0,1.714285714,1,0.9286,0
jEdit,3.2.1,com.microstar.xml.XmlException,5,3,0,5,6,2,5,0,5,0.75,36,1.0,0,0.80952381,0.46666666700000003,1,1,5.4,1,0.8,0
jEdit,3.2.1,com.microstar.xml.XmlHandler,13,1,0,6,13,78,6,0,13,2.0,13,0.0,0,0.0,0.43076923100000003,0,0,0.0,1,1.0,0
jEdit,3.2.1,com.microstar.xml.XmlParser,118,1,0,6,180,6075,5,1,27,0.921125975,5223,0.7173913040000001,1,0.0,0.138067061,0,0,42.48305085,9,1.4492,0
jEdit,3.2.1,gnu.regexp.CharIndexed,3,1,0,24,3,3,24,0,3,1.5,4,0.0,0,0.0,0.833333333,0,0,0.0,1,1.0,0
jEdit,3.2.1,gnu.regexp.CharIndexedCharArray,4,1,0,2,5,0,1,1,3,0.0,59,1.0,0,0.0,0.666666667,0,0,13.25,3,1.75,0
jEdit,3.2.1,gnu.regexp.CharIndexedInputStream,5,1,0,3,12,0,2,1,3,0.53125,251,1.0,0,0.0,0.6,0,0,47.6,10,3.8,0
jEdit,3.2.1,gnu.regexp.CharIndexedReader,5,1,0,3,12,0,2,1,3,0.46875,269,1.0,0,0.0,0.6,0,0,51.2,10,3.8,0
jEdit,3.2.1,gnu.regexp.CharIndexedString,4,1,0,2,7,0,1,1,3,0.222222222,62,1.0,0,0.0,0.666666667,0,0,13.75,3,1.75,0
jEdit,3.2.1,gnu.regexp.CharIndexedStringBuffer,4,1,0,2,7,0,1,1,3,0.0,59,1.0,0,0.0,0.666666667,0,0,13.25,3,1.75,0
jEdit,3.2.1,gnu.regexp.RE,45,2,0,34,107,928,13,25,26,0.93006993,2533,0.46153846200000004,2,0.152173913,0.231060606,1,2,55.0,9,1.7778,0
jEdit,3.2.1,gnu.regexp.REException,4,3,0,4,13,0,4,1,3,1.222222222,71,0.133333333,0,0.85,0.5,1,1,13.0,1,0.75,0
jEdit,3.2.1,gnu.regexp.REFilterInputStream,5,3,0,4,18,8,0,4,5,0.375,173,1.0,2,0.818181818,0.36666666700000006,2,3,32.4,7,2.6,0
jEdit,3.2.1,gnu.regexp.REFilterReader,5,3,0,4,18,8,0,4,5,0.375,173,1.0,2,0.818181818,0.36666666700000006,2,3,32.4,7,2.6,0
jEdit,3.2.1,gnu.regexp.REMatch,15,1,0,19,28,0,18,1,11,0.669642857,391,0.125,1,0.0,0.333333333,0,0,24.53333333,6,2.2667,0
jEdit,3.2.1,gnu.regexp.REMatchEnumeration,6,1,0,3,11,9,1,3,5,0.6,113,1.0,3,0.0,0.333333333,0,0,16.33333333,5,1.5,0
jEdit,3.2.1,gnu.regexp.RESyntax,9,1,0,4,18,0,4,1,8,1.0159574470000001,361,0.106382979,16,0.0,0.40625,0,0,33.88888889,2,1.0,0
jEdit,3.2.1,gnu.regexp.REToken,8,1,13,15,9,12,13,2,0,0.761904762,66,1.0,2,0.0,0.35416666700000005,0,0,6.875,3,1.25,0
jEdit,3.2.1,gnu.regexp.RETokenAny,4,2,0,4,8,4,1,3,0,0.666666667,55,1.0,0,0.7,0.375,1,2,12.25,6,2.0,0
jEdit,3.2.1,gnu.regexp.RETokenBackRef,3,2,0,4,8,0,1,3,0,0.5,77,1.0,0,0.7777777779999999,0.444444444,1,2,24.0,5,2.0,0
jEdit,3.2.1,gnu.regexp.RETokenChar,5,2,0,5,12,0,2,3,0,0.375,127,1.0,0,0.636363636,0.3,1,2,24.0,4,1.6,0
jEdit,3.2.1,gnu.regexp.RETokenEnd,3,2,0,4,9,1,1,3,0,0.5,71,1.0,0,0.7777777779999999,0.444444444,1,2,22.33333333,6,2.3333,0
jEdit,3.2.1,gnu.regexp.RETokenEndSub,3,2,0,4,5,3,1,3,0,2.0,20,0.0,0,0.7777777779999999,0.46666666700000003,1,2,5.666666667,1,0.6667,0
jEdit,3.2.1,gnu.regexp.RETokenLookAhead,2,2,0,6,8,0,1,6,0,0.0,69,0.0,1,0.875,0.571428571,1,1,32.5,7,3.5,0
jEdit,3.2.1,gnu.regexp.RETokenOneOf,5,2,0,5,22,0,1,4,0,0.125,206,1.0,0,0.7,0.35,1,3,39.8,11,4.0,0
jEdit,3.2.1,gnu.regexp.RETokenPOSIX,6,2,0,4,22,3,1,3,0,1.0625,288,0.0,0,0.636363636,0.28571428600000004,1,2,44.33333333,25,5.1667,0
jEdit,3.2.1,gnu.regexp.RETokenRange,4,2,0,4,9,0,1,3,0,0.444444444,80,1.0,0,0.7,0.35714285700000004,1,2,18.25,5,1.75,0
jEdit,3.2.1,gnu.regexp.RETokenRepeated,7,2,0,4,21,0,1,3,0,0.541666667,300,1.0,1,0.538461538,0.333333333,1,3,41.28571429,16,4.7143,0
jEdit,3.2.1,gnu.regexp.RETokenStart,3,2,0,4,9,1,1,3,0,0.5,106,1.0,0,0.7777777779999999,0.444444444,1,2,34.0,11,4.0,0
jEdit,3.2.1,gnu.regexp.RETokenWordBoundary,3,2,0,4,8,0,1,3,0,0.75,151,0.5,0,0.7777777779999999,0.444444444,1,2,48.0,18,7.3333,0
jEdit,3.2.1,org.gjt.sp.jedit.Abbrevs,18,1,0,12,96,47,4,10,9,0.773109244,730,1.0,0,0.0,0.10457516300000001,0,0,39.16666667,16,2.7222,0
jEdit,3.2.1,org.gjt.sp.jedit.AbstractOptionPane,10,5,15,17,27,29,15,2,5,0.805555556,258,1.0,0,0.986404834,0.5,0,0,24.4,2,1.1,1
jEdit,3.2.1,org.gjt.sp.jedit.ActionListHandler,11,2,0,5,31,31,1,5,7,0.8,231,1.0,0,0.565217391,0.4,1,3,19.27272727,8,2.2727,1
jEdit,3.2.1,org.gjt.sp.jedit.Autosave,4,1,0,2,11,4,1,2,3,0.666666667,58,1.0,0,0.0,0.333333333,0,0,13.25,4,2.0,0
jEdit,3.2.1,org.gjt.sp.jedit.BeanShell,15,1,0,26,75,73,9,19,12,0.7857142859999999,736,1.0,3,0.0,0.247619048,0,0,47.66666667,13,4.4,1
jEdit,3.2.1,org.gjt.sp.jedit.BeanShellAction,7,2,0,5,16,3,1,4,7,0.80952381,115,1.0,0,0.7,0.39285714299999996,1,1,14.42857143,3,1.4286,1
jEdit,3.2.1,org.gjt.sp.jedit.Buffer,126,3,0,102,316,6941,79,40,90,0.95255814,5047,0.790697674,7,0.324324324,0.068783069,1,1,38.71428571,25,3.5317,1
jEdit,3.2.1,org.gjt.sp.jedit.BufferHistory,13,1,0,11,61,44,4,10,6,0.833333333,488,1.0,0,0.0,0.180555556,0,0,36.15384615,6,2.5385,1
jEdit,3.2.1,org.gjt.sp.jedit.EBComponent,1,1,0,31,1,0,31,1,1,2.0,1,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
jEdit,3.2.1,org.gjt.sp.jedit.EBMessage,6,1,3,29,14,7,29,1,6,0.6,49,1.0,1,0.0,0.583333333,0,0,6.833333333,1,0.8333,0
jEdit,3.2.1,org.gjt.sp.jedit.EBPlugin,2,2,0,4,3,1,1,3,1,2.0,6,0.0,0,0.9,0.75,0,0,2.0,1,0.5,0
jEdit,3.2.1,org.gjt.sp.jedit.EditAction,16,1,2,23,25,106,21,2,15,0.8,128,1.0,0,0.0,0.20535714300000002,0,0,6.875,3,1.1875,0
jEdit,3.2.1,org.gjt.sp.jedit.EditBus,11,1,0,22,29,23,19,3,8,0.72,244,1.0,1,0.0,0.16,0,0,20.72727273,5,1.7273,0
jEdit,3.2.1,org.gjt.sp.jedit.EditPane,19,5,0,31,132,57,16,22,12,0.595238095,828,1.0,6,0.973174367,0.21052631600000002,1,1,42.21052632,21,3.2105,1
jEdit,3.2.1,org.gjt.sp.jedit.EditPlugin,10,1,2,11,13,39,10,3,8,0.7777777779999999,33,1.0,1,0.0,0.25,0,0,2.2,1,0.9,1
jEdit,3.2.1,org.gjt.sp.jedit.EditServer,6,2,0,6,50,9,3,5,3,0.8,305,1.0,0,0.924242424,0.305555556,0,0,49.16666667,8,2.0,1
jEdit,3.2.1,org.gjt.sp.jedit.GUIUtilities,39,1,0,70,144,725,58,21,34,0.955263158,1492,0.4,1,0.0,0.135964912,0,0,37.0,16,2.6923,1
jEdit,3.2.1,org.gjt.sp.jedit.JARClassLoader,14,2,0,11,88,35,6,7,8,0.673076923,889,1.0,1,0.842105263,0.6190476189999999,1,7,62.21428571,10,2.0714,1
jEdit,3.2.1,org.gjt.sp.jedit.jEdit,99,1,0,162,325,4043,137,48,67,0.9151020409999999,4367,1.0,7,0.0,0.059417705999999994,0,0,42.85858586,56,4.0707,1
jEdit,3.2.1,org.gjt.sp.jedit.Macros,24,1,0,29,89,228,11,24,16,0.900621118,534,1.0,0,0.0,0.155279503,0,0,20.95833333,6,1.875,1
jEdit,3.2.1,org.gjt.sp.jedit.Marker,6,1,0,8,10,0,7,2,3,0.65,57,1.0,1,0.0,0.41666666700000005,0,0,7.833333333,2,1.0,1
jEdit,3.2.1,org.gjt.sp.jedit.MiscUtilities,28,1,0,45,60,378,43,2,24,2.0,950,0.0,0,0.0,0.18367346899999998,0,0,32.92857143,14,3.7143,1
jEdit,3.2.1,org.gjt.sp.jedit.Mode,12,1,0,19,32,36,15,6,12,0.745454545,236,1.0,3,0.0,0.41666666700000005,0,0,18.25,5,2.0,1
jEdit,3.2.1,org.gjt.sp.jedit.ModeCatalogHandler,6,2,0,5,28,3,1,5,4,0.771428571,230,1.0,0,0.7222222220000001,0.7222222220000001,1,3,36.16666667,7,3.0,1
jEdit,3.2.1,org.gjt.sp.jedit.OptionGroup,9,1,0,5,20,0,3,2,9,0.5,111,1.0,0,0.0,0.25925925899999996,0,0,11.11111111,3,1.5556,0
jEdit,3.2.1,org.gjt.sp.jedit.OptionPane,4,1,0,5,4,6,5,0,4,2.0,4,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
jEdit,3.2.1,org.gjt.sp.jedit.Registers,14,1,0,9,45,61,3,6,11,0.7692307690000001,425,1.0,1,0.0,0.294871795,0,0,29.14285714,8,2.4286,0
jEdit,3.2.1,org.gjt.sp.jedit.TextUtilities,9,1,0,8,39,36,5,4,9,2.0,904,0.0,0,0.0,0.301587302,0,0,99.44444444,20,6.0,1
jEdit,3.2.1,org.gjt.sp.jedit.View,55,6,0,109,200,1197,99,30,40,0.8923611109999999,1437,0.875,8,0.922746781,0.0784689,1,1,24.83636364,13,2.5091,1
jEdit,3.2.1,org.gjt.sp.jedit.browser.BrowserIORequest,7,2,0,7,27,0,1,7,3,0.6166666670000001,500,0.6,2,0.454545455,0.28571428600000004,0,0,69.0,5,3.1429,1
jEdit,3.2.1,org.gjt.sp.jedit.browser.BrowserListener,2,1,0,4,2,1,3,2,2,2.0,2,0.0,0,0.0,1.0,0,0,0.0,1,1.0,0
jEdit,3.2.1,org.gjt.sp.jedit.browser.BrowserPopupMenu,5,5,0,14,45,6,4,11,1,0.833333333,458,1.0,3,0.994436718,0.32,0,0,90.0,3,1.4,0
jEdit,3.2.1,org.gjt.sp.jedit.browser.BrowserView,19,5,0,13,77,71,8,10,8,0.813131313,498,1.0,3,0.973174367,0.19883040899999999,0,0,24.63157895,9,2.0526,1
jEdit,3.2.1,org.gjt.sp.jedit.browser.FileCellRenderer,4,5,0,5,32,0,1,4,2,0.575757576,313,0.9090909090000001,0,0.995601173,0.375,0,0,74.5,11,4.0,1
jEdit,3.2.1,org.gjt.sp.jedit.browser.VFSBrowser,54,5,0,41,175,1183,21,27,25,0.9303338170000001,1425,0.846153846,5,0.926241135,0.12289562300000001,3,12,24.90740741,11,2.1296,1
jEdit,3.2.1,org.gjt.sp.jedit.browser.VFSFileChooserDialog,10,7,0,15,74,17,4,15,5,0.814814815,477,1.0,1,0.986404834,0.25,4,7,46.1,9,2.3,1
